product,store,price,category,price_numeric
Kozí brie,rohlik,788.9,Sýry,788.9
Rohlik.cz BIO Sýr s bílou plísní,rohlik,760.95,Sýry,760.95
Rians Brebette čerstvý ovčí sýr,rohlik,531.33,Sýry BIO a farmářské,531.33
Agrofarma Bryndza,rohlik,535.2,Sýry,535.2
Statek Horní Dvorce Čerstvý ovčí sýr s bylinkami,rohlik,569.9,Sýry BIO a farmářské,569.9
Alnatura BIO Gouda polotvrdý sýr 50%,rohlik,534.5,Sýry,534.5
Kozí zahrádka BIO Čerstvý kozí sýr olivy,rohlik,665.83,Sýry BIO a farmářské,665.83
Kourellas BIO Feta P.D.O. sýr,rohlik,766,Sýry,766.0
Entremont Roquefort AOP,rohlik,949,Sýry,949.0
Farma Struhy BIO Selský čerstvý sýr směs koření,rohlik,554,Sýry BIO a farmářské,554.0
Sýrárna Broumov Čerstvý farmářský sýr s chilli,rohlik,599,Sýry BIO a farmářské,599.0
Kourellas BIO Manouri sýr,rohlik,732.67,Sýry,732.67
Rohlik.cz BIO Eidam,rohlik,549.5,Sýry BIO a farmářské,549.5
Sýrárna Broumov Sýr čerstvý farmářský s pepřem a citronovou kůrou,rohlik,599,Sýry BIO a farmářské,599.0
Germain Le Pico kozí sýr,rohlik,879.2,Sýry,879.2
Kozí zahrádka BIO Čerstvý kozí sýr medvědí česnek,rohlik,665.83,Sýry BIO a farmářské,665.83
Statek Horní Dvorce Čerstvý ovčí sýr s česnekem,rohlik,569.9,Sýry BIO a farmářské,569.9
El Pastor Manchego semicurado ovčí sýr,rohlik,966,Sýry,966.0
Kozí zahrádka BIO Čerstvý kozí sýr sušená rajčata,rohlik,665.83,Sýry BIO a farmářské,665.83
Sýrárna Broumov Čerstvý farmářský sýr se sladkou paprikou,rohlik,599,Sýry BIO a farmářské,599.0
Sýrárna Broumov Čerstvý farmářský sýr se sušenými rajčaty,rohlik,599,Sýry BIO a farmářské,599.0
Morbidi Sýr Pecorino Toscano DOP,rohlik,814,Sýry,814.0
Statek Horní Dvorce Ovčí gouda,rohlik,849.9,Sýry,849.9
Morbidi Tvrdý sýr Pecorino „CreteSenesi“ rustico,rohlik,739.8,Sýry,739.8
Farma rodiny Němcovy Farmářský tvarohový sýr s česnekem a petrželkou,rohlik,389,Sýry BIO a farmářské,389.0
Statek Horní Dvorce Gouda ovčí strouhaný sýr,rohlik,1118.67,Sýry,1118.67
Farma rodiny Němcovy Farmářský tvarohový sýr,rohlik,389,Sýry BIO a farmářské,389.0
Soignon Chévre a Tartiner kozí sýr,rohlik,660,Sýry,660.0
Gudbrandsdalen Norský sýr,rohlik,999.6,Sýry,999.6
Formaggeria Toscana Kořeněný ovčí sýr s lanýžem,rohlik,1427.14,Sýry BIO a farmářské,1427.14
Pinna Brigante sýr bez laktózy,rohlik,899.5,Sýry BIO a farmářské,899.5
El Pastor Brebis d´Ortrufa ovčí sýr s lanýžem,rohlik,932.67,Sýry BIO a farmářské,932.67
Statek Horní Dvorce Nakládaná ovčí gouda v oleji,rohlik,1398.57,Sýry BIO a farmářské,1398.57
Kourellas BIO Feta P.D.O. sýr kostky v nálevu,rohlik,932.67,Sýry BIO a farmářské,932.67
Morbidi Sýr Monna Lisa Fiorita,rohlik,637.25,Sýry BIO a farmářské,637.25
Morbidi Sýr Pecorino zrající v ořechových listech,rohlik,1110.89,Sýry,1110.89
IDS Crottin de Chavignol Kozí sýr CHOP,rohlik,1297.5,Sýry BIO a farmářské,1297.5
Sýrárna Broumov Polotvrdý Broumovský sýr výseč,rohlik,799.33,Sýry BIO a farmářské,799.33
IDS Selles-sur-Cher kozí sýr,rohlik,1232.67,Sýry BIO a farmářské,1232.67
Morbidi Ricotta stagionata,rohlik,932.78,Sýry,932.78
Kourellas BIO Graviera sýr,rohlik,1199.33,Sýry BIO a farmářské,1199.33
Morbidi Sýr Pecorino s lanýžem,rohlik,1022,Sýry,1022.0
Džiugas BIO tvrdý sýr zrající 24 měsíců,rohlik,905,Sýry BIO a farmářské,905.0
Morbidi Sýr Pecorino s pistáciemi,rohlik,888.67,Sýry,888.67
Alphenaer Kozí sýr kousky,rohlik,699,Sýry BIO a farmářské,699.0
Président Rondelé s kozím sýrem,rohlik,519,Sýry BIO a farmářské,519.0
BIO Kozí sýr,rohlik,876.9,Sýry,876.9
IDS Bleu d'Auvergne CHOP sýr,rohlik,474.4,Sýry,474.4
Goat Farm BIO kozí sýr plátky,rohlik,865.56,Sýry BIO a farmářské,865.56
Miil Mascarpone,rohlik,199.6,Sýry,199.6
Miil Cottage sýr,rohlik,134.5,Sýry,134.5
Lučina,rohlik,299,Sýry,299.0
Jaroměřická mlékárna Jaroměřické žervé kostka,rohlik,199,Sýry,199.0
Lučina Přírodní pro celou rodinu,rohlik,349.44,Sýry,349.44
Madeta Jihočeský cottage sýr bez příchuti,rohlik,199.33,Sýry,199.33
Matylda BIO Čerstvý smetanový sýr,rohlik,259,Sýry,259.0
Philadelphia Original Smetanový sýr,rohlik,289.5,Sýry,289.5
Gervais Original krémový tvarohový sýr,rohlik,373.75,Sýry,373.75
Lučina Linie,rohlik,357.5,Sýry,357.5
Lučina Svěží žervé,rohlik,320.71,Sýry,320.71
Jaroměřická mlékárna Jaroměřické žervé,rohlik,246,Sýry,246.0
Veselá kráva lahodná,rohlik,457.5,Sýry,457.5
Gervais Fit protein,rohlik,373.75,Sýry,373.75
Smetanito Smetanové giga tavený sýr,rohlik,349.5,Sýry,349.5
Président Delikátní tvaroh pažitka,rohlik,175.2,Sýry,175.2
Madeta Jihočeský cottage sýr Fit,rohlik,199.33,Sýry,199.33
Lučina Nadýchaná bez laktózy,rohlik,385,Sýry,385.0
Lučina & Skyr,rohlik,357.5,Sýry,357.5
Veselá Kráva Sýr a křup 4 ks,rohlik,499.29,Sýry,499.29
Philadelphia Original Smetanový sýr,rohlik,335.2,Sýry,335.2
Meggle Cottage sýr light,rohlik,227.22,Sýry,227.22
Gervais Original krémový tvarohový sýr s pažitkou,rohlik,373.75,Sýry,373.75
Milko Žervé krémové,rohlik,311.25,Sýry,311.25
Madeta Jihočeský natur cottage bez laktózy 7 %,rohlik,219.33,Sýry,219.33
Président Cheddar sýr toast plátky,rohlik,374.5,Sýry,374.5
Lučina Pro děti,rohlik,419,Sýry,419.0
Lučina Nadýchaná se smetanou,rohlik,370.71,Sýry,370.71
Meggle Cottage sýr přírodní,rohlik,227.22,Sýry,227.22
Kiri Sýr přírodní,rohlik,449,Sýry,449.0
Président Delikátní tvaroh,rohlik,175.2,Sýry,175.2
Président Delikátní tvaroh ředkvička,rohlik,175.2,Sýry,175.2
Sterilgarda Mascarpone,rohlik,243.2,Sýry,243.2
Apetito tavené plátky do toustů Gouda,rohlik,337.69,Sýry,337.69
Veselá kráva Sýr a křup s šunkovou příchutí,rohlik,568.57,Sýry,568.57
Eru Gouda tavený sýr,rohlik,389,Sýry,389.0
Président Delikátní tvaroh rajče,rohlik,175.2,Sýry,175.2
Kiri Křup Tavený sýr a trvanlivé pečivo,rohlik,568.57,Sýry,568.57
Smetanito Smetanové tavený sýr,rohlik,266,Sýry,266.0
Madeta Jihočeské Lipno extra smetanové,rohlik,285,Sýry,285.0
Gervais Natur čerstvý sýr vanička,rohlik,314.5,Sýry,314.5
Président Rondelé s vlašskými ořechy,rohlik,519,Sýry,519.0
Philadelphia Light Smetanový sýr,rohlik,319.2,Sýry,319.2
Gervais Original s jarní cibulkou,rohlik,373.75,Sýry,373.75
Milko Žervé s paprikou,rohlik,311.25,Sýry,311.25
Lučina Svěží žervé natur,rohlik,373.75,Sýry,373.75
Président Tavený sýr se smetanou,rohlik,246,Sýry,246.0
Veselá kráva Smetanová,rohlik,399,Sýry,399.0
Milko BIO Tavený sýr 3v1,rohlik,336.25,Sýry,336.25
Veselá kráva Sýr a křup s příchutí pizza 4 ks,rohlik,499.29,Sýry,499.29
Madeta Jihočeské žervé,rohlik,265.56,Sýry,265.56
Kiri Křup Tavený sýr a trvanlivé pečivo family pack 3×35 g,rohlik,570.48,Sýry,570.48
Meggle Cottage sýr bezlaktózový,rohlik,255,Sýry,255.0
Milko Žervé s kozím tvarohem,rohlik,311.25,Sýry,311.25
Kromilk Sýr čerstvý smetanový 60%,rohlik,369,Sýry,369.0
Madeta High protein cottage natur,rohlik,214.5,Sýry,214.5
Smetanito Tavený sýr krémový,rohlik,356.43,Sýry,356.43
Rohlik.cz BIO Tvarohová pomazánka,rohlik,299.33,Sýry,299.33
Apetito tavený sýr,rohlik,332.67,Sýry,332.67
Président Tavený sýr Čedar,rohlik,246,Sýry,246.0
Madeta Jihočeské Lipno se šunkou,rohlik,285,Sýry,285.0
Président Rondelé Sel de Camargue,rohlik,519,Sýry,519.0
Formagia Mascarpone,rohlik,259.8,Sýry,259.8
Lučina se smetanou,rohlik,357.5,Sýry,357.5
Lučina Nadýchaná s bylinkami,rohlik,370.71,Sýry,370.71
Eru Maasdammer tavený sýr,rohlik,389,Sýry,389.0
Président Rondelé Au Bleu d'Aveyron,rohlik,519,Sýry,519.0
Alnatura BIO Sýr cottage,rohlik,219.5,Sýry,219.5
Bambino Originál,rohlik,339,Sýry,339.0
Milko Žervé s pažitkou,rohlik,311.25,Sýry,311.25
Philadelphia Smetanový sýr s bylinkami,rohlik,335.2,Sýry,335.2
Smetanito Neodolatelné s ementálem,rohlik,356.43,Sýry,356.43
Gervais Original krémový tvarohový sýr s paprikou a rajčaty,rohlik,317.06,Sýry,317.06
Madeta Jihočeský cottage natur XXL,rohlik,199.5,Sýry,199.5
Veselá kráva Sýr a křup přírodní,rohlik,568.57,Sýry,568.57
Gervais Original krémový tvarohový sýr s chilli,rohlik,373.75,Sýry,373.75
Arla Smetanový sýr natur bez laktózy,rohlik,299.5,Sýry,299.5
Lučina Svěží žervé s pažitkou,rohlik,373.75,Sýry,373.75
Galbani Mascarpone,rohlik,299.6,Sýry,299.6
Parmareggio Tavený sýr s Parmigiano Reggiano,rohlik,427.86,Sýry,427.86
Kiri Křup tavený sýr a pizza tyčinky,rohlik,568.57,Sýry,568.57
Boursin Čerstvý sýr s česnekem a bylinkami,rohlik,550.67,Sýry,550.67
Laktos Jemný tavený sýr klasik,rohlik,314.25,Sýry,314.25
Lučina Svěží žervé s jogurtem,rohlik,373.75,Sýry,373.75
Veselá kráva Bez laktózy,rohlik,449.17,Sýry,449.17
Philadelphia Smetanový sýr bez laktózy,rohlik,386,Sýry,386.0
Meggle Cottage sýr s chilli,rohlik,227.22,Sýry,227.22
Philadelphia Milka,rohlik,399.43,Sýry,399.43
Biofarma DoRa BIO Kozí žervé,rohlik,377.22,Sýry,377.22
Javor Jemný tavený výrobek,rohlik,377.86,Sýry,377.86
Veselá kráva Sýr a křup s pizza příchutí,rohlik,568.57,Sýry,568.57
Hollandia Čerstvý sýr s jogurtem méně soli,rohlik,319.2,Sýry,319.2
Meggle Cottage sýr s pažitkou,rohlik,227.22,Sýry,227.22
Président Tavený sýr Camembert,rohlik,246,Sýry,246.0
Madeta Jihočeské žervé křen,rohlik,265.56,Sýry,265.56
Hollandia Čerstvý sýr s jogurtem originál,rohlik,319.2,Sýry,319.2
Eru Gruyere tavený sýr,rohlik,389,Sýry,389.0
Président Tavené plátky Emmental,rohlik,374.5,Sýry,374.5
Gervais Sýr de la Crème,rohlik,305,Sýry,305.0
Smetanito Tavený sýr s krůtí šunkou,rohlik,356.43,Sýry,356.43
Parmareggio Parmigiano Reggiano toast plátky,rohlik,459.33,Sýry,459.33
Moravia Jemný tavený máslový sýr,rohlik,399.2,Sýry,399.2
Lučina s pažitkou,rohlik,357.5,Sýry,357.5
Rians Le Roule čerstvý sýr s ananasem,rohlik,598.4,Sýry,598.4
Philadelphia Smetanový sýr proteinový,rohlik,353.71,Sýry,353.71
Madeta Jihočeské Lipno s nivou,rohlik,285,Sýry,285.0
Gervais Sýr de la Crème s česnekem a bylinkami,rohlik,305,Sýry,305.0
Gervais Original 4 druhy pepře,rohlik,373.75,Sýry,373.75
Madeta Jihočeské žervé pažitka,rohlik,265.56,Sýry,265.56
Rohlik.cz BIO Tavený sýr Mazánek,rohlik,399.29,Sýry,399.29
Old Amsterdam Cream tavený sýr,rohlik,663.2,Sýry,663.2
Apetito se šunkou,rohlik,356.43,Sýry,356.43
Veselá kráva Bylinková,rohlik,399,Sýry,399.0
Bambino s parenicou,rohlik,339,Sýry,339.0
Almette Tvarohový sýr s bylinkami bez laktózy,rohlik,399.33,Sýry,399.33
Apetito Palivec s feferonkami,rohlik,356.43,Sýry,356.43
Apetito omáčka Quattro formaggi,rohlik,332.67,Sýry,332.67
Koliba Obazda tavený sýr s camembertem,rohlik,329,Sýry,329.0
Président Tartimalin smetanový sýr,rohlik,194.6,Sýry,194.6
Apetito omáčka s ementálem,rohlik,332.67,Sýry,332.67
"Inalpi Tavený sýr & Grana Padana, plátky",rohlik,332.67,Sýry,332.67
Almette Tvarohový sýr bez laktózy,rohlik,399.33,Sýry,399.33
Arla Smetanový sýr česnek bez laktózy,rohlik,299.5,Sýry,299.5
Eru Kids tavený sýr,rohlik,389,Sýry,389.0
Laktos Laktosáček přírodní termizovaný čerstvý sýr,rohlik,261.25,Sýry,261.25
"Inalpi Tavený sýr Slurpy burger s čedarem, plátky",rohlik,313.71,Sýry,313.71
"Inalpi Tavený sýr Mamma Mia, plátky",rohlik,332.67,Sýry,332.67
Rians Le Roule čerstvý sýr s česnekem a bylinkami,rohlik,560,Sýry,560.0
Nonno Nanni Robiola sýr,rohlik,778,Sýry,778.0
Boursin Čerstvý sýr krémový,rohlik,550.67,Sýry,550.67
"Inalpi Tavený sýr s pepřem, plátky",rohlik,332.67,Sýry,332.67
Boursin Čerstvý sýr s pepřem,rohlik,550.67,Sýry,550.67
Fattorie Garofalo Buffalo mascarpone,rohlik,475.6,Sýry,475.6
"Inalpi Tavený sýr s chilli papričkami, plátky",rohlik,332.67,Sýry,332.67
"Inalpi Tavený sýr & Ementál, plátky",rohlik,313.71,Sýry,313.71
Rohlik.cz  Emmental 45% plátky,rohlik,559.9,Sýry,559.9
Rohlik.cz Gouda holandská 48+,rohlik,613.4,Sýry,613.4
Rohlik.cz Red Cheddar plátky,rohlik,539.9,Sýry,539.9
Rohlik.cz Mozzarella 40+,rohlik,399.9,Sýry,399.9
Rohlik.cz Sýrové nitě přírodní,rohlik,649.9,Sýry,649.9
Rohlik.cz Eidam 30% strouhaný,rohlik,329.9,Sýry,329.9
Rohlik.cz Gouda uzená plátky,rohlik,499.91,Sýry,499.91
Rohlik.cz Kozí sýr plátky,rohlik,669.9,Sýry,669.9
Rohlik.cz Provolone,rohlik,619.9,Sýry,619.9
Rohlik.cz Red Cheddar strouhaný,rohlik,599.9,Sýry,599.9
Eidam výkroj 30%,rohlik,339.9,Sýry,339.9
Eidam plátky 40%,rohlik,349.9,Sýry,349.9
Rohlik.cz Sýrové nitě uzené,rohlik,649.9,Sýry,649.9
Rohlik.cz Sýrové korbáčky přírodní,rohlik,749.9,Sýry,749.9
Rohlik.cz Mozzarella 40+ strouhaná,rohlik,549.9,Sýry,549.9
Rohlik.cz Gorgonzola spoonable PDO,rohlik,699.9,Sýry,699.9
Rohlik.cz Mild White Cheddar plátky,rohlik,579.9,Sýry,579.9
Rohlik.cz Provolone uzené,rohlik,619.9,Sýry,619.9
Rohlik.cz Holandský Edammer plátky,rohlik,599.9,Sýry,599.9
Rohlik.cz Sýrové korbáčky uzené,rohlik,699.9,Sýry,699.9
Rohlik.cz Emmental uzený plátky,rohlik,689.9,Sýry,689.9
Rohlik.cz Red Cheddar výkroj,rohlik,519.9,Sýry,519.9
Rohlik.cz Sýrové uzlíky uzené,rohlik,649.9,Sýry,649.9
Rohlik.cz North holland gouda dvouletá PDO,rohlik,799.33,Sýry,799.33
Rohlik.cz Řecká feta sýr P.D.O.,rohlik,649.9,Sýry,649.9
Eidam výkroj 40%,rohlik,349.9,Sýry,349.9
Rohlik.cz Tete de Moine AOP,rohlik,1649.9,Sýry,1649.9
Rohlik.cz Oak-Smoked Cheddar plátky,rohlik,769.9,Sýry,769.9
Rohlik.cz Provolone výkroj,rohlik,599.9,Sýry,599.9
Rohlik.cz Mild White Cheddar výkroj,rohlik,569.9,Sýry,569.9
Rohlik.cz Red Cheddar tapas,rohlik,666,Sýry,666.0
Rohlik.cz Gouda holandská 48+ tapas,rohlik,799.33,Sýry,799.33
Rohlik.cz Provolone uzené výkroj,rohlik,599.9,Sýry,599.9
Rohlik.cz Provolone uzené tapas,rohlik,732.67,Sýry,732.67
"Rohlik.cz Gorgonzola spicy PDO ""Il Bacco Verde"" tapas",rohlik,799.33,Sýry,799.33
Rohlik.cz Oak-Smoked Cheddar výkroj,rohlik,759.9,Sýry,759.9
"Rohlik.cz Gorgonzola spicy PDO ""Il Bacco Verde"" výkroj",rohlik,847.2,Sýry,847.2
Miil Grana Padano DOP strouhaný,rohlik,486,Sýry,486.0
Miil Extra tvrdý sýr italského typu strouhaný 32%,rohlik,510.3,Sýry,510.3
Miil Extra tvrdý sýr italského typu 32%,rohlik,499.5,Sýry,499.5
Gran Moravia Sýr strouhaný 32%,rohlik,749,Sýry,749.0
Miil Parmigiano Reggiano DOP 24 měsíců zrání,rohlik,774.5,Sýry,774.5
Parmareggio Parmigiano Reggiano Grattuigato parmezán strouhaný,rohlik,1031.67,Sýry,1031.67
Zanetti Grana Padano PDO strouhaný,rohlik,778,Sýry,778.0
Miil Grana Padano DOP 16 měsíců zrání,rohlik,599.5,Sýry,599.5
Gran Moravia Extra tvrdý sýr 32%,rohlik,699,Sýry,699.0
Parmareggio Parmigiano Reggiano parmezán 12 měsíců,rohlik,1012.67,Sýry,1012.67
Parmareggio BIO Parmigiano Reggiano DOP parmezán strouhaný,rohlik,1198,Sýry,1198.0
Gran Moravia Extra tvrdý sýr 32%,rohlik,659.6,Sýry,659.6
Zanetti Grana Padano PDO hobliny,rohlik,749,Sýry,749.0
QuattroColli Pecorino Romano Q.C.,rohlik,934.5,Sýry,934.5
Gran Moravia Mini snack v síťce,rohlik,659,Sýry,659.0
Soresina Grana Padano DOP,rohlik,744.5,Sýry,744.5
Parmareggio Parmigiano Reggiano parmezán 24 měsíců,rohlik,1199.33,Sýry,1199.33
Parmareggio Parmigiano Reggiano toast plátky,rohlik,459.33,Sýry,459.33
Gran Moravia Sýr strouhaný 32%,rohlik,915,Sýry,915.0
Alnatura BIO Parmigiano Reggiano 24 měsíců zrání,rohlik,919.2,Sýry,919.2
Parmissimo Sýr parmazán Parmigiano Reggiano CHOP,rohlik,832.22,Sýry,832.22
Pinna Pecorino Romano DOP sýr,rohlik,674.5,Sýry,674.5
Parmareggio BIO Parmigiano Reggiano DOP parmezán,rohlik,1432,Sýry,1432.0
Parmareggio Parmigiano Reggiano EXTRA parmezán 30 měsíců,rohlik,1179.33,Sýry,1179.33
Gran Moravia Tochetti 32%,rohlik,766,Sýry,766.0
Pinna Vyzrálý sýr Pecorino Sardo Medoro DOP,rohlik,854.55,Sýry,854.55
Monti trentini Grana Padano DOP,rohlik,674.5,Sýry,674.5
Gran Moravia Julienne hrubě strouhaný sýr 32%,rohlik,749,Sýry,749.0
Parmareggio Parmigiano Reggiano Julienne strouhaný sýr,rohlik,881.18,Sýry,881.18
Pinna Strouhaný sýr Pecorino Romano DOP,rohlik,1127.42,Sýry,1127.42
Gran Moravia Scaglie sýrové hobliny 32%,rohlik,749,Sýry,749.0
Parmareggio Reggiano sýrové vločky,rohlik,929,Sýry,929.0
Parmareggio Parmigiano Reggiano DOP strouhaný 30 měsíců,rohlik,1165,Sýry,1165.0
Parmareggio Parmigiano Reggiano 30 měsíců,rohlik,987.25,Sýry,987.25
Morbidi Sýr Pecorino Toscano DOP,rohlik,814,Sýry,814.0
L'Opera sýr,rohlik,744.3,Sýry,744.3
Morbidi Tvrdý sýr Pecorino „CreteSenesi“ rustico,rohlik,739.8,Sýry,739.8
Parmigiano Reggiano Solodibruna 24 měsíců PDO,rohlik,1149.67,Sýry,1149.67
Morbidi Sýr Pecorino zrající v ořechových listech,rohlik,1110.89,Sýry,1110.89
Galbani Parmigiano Reggiano DOP bloček,rohlik,1199.5,Sýry,1199.5
Morbidi Sýr Pecorino s lanýžem,rohlik,1022,Sýry,1022.0
Morbidi Sýr Pecorino s pistáciemi,rohlik,888.67,Sýry,888.67
Miil Grana Padano DOP strouhaný,rohlik,486,Sýry,486.0
Miil Gouda 47% strouhaná,rohlik,249.5,Sýry,249.5
Miil Gouda 47% bloček,rohlik,215.6,Sýry,215.6
Miil Cheddar 51% bloček,rohlik,279.6,Sýry,279.6
Miil Extra tvrdý sýr italského typu strouhaný 32%,rohlik,510.3,Sýry,510.3
Miil Eidam 30% bloček,rohlik,199.6,Sýry,199.6
Formagia Mozzarella strouhaná,rohlik,339.47,Sýry,339.47
Gran Moravia Sýr strouhaný 32%,rohlik,749,Sýry,749.0
Miil Emmental 45% strouhaný,rohlik,249.5,Sýry,249.5
Parmareggio Parmigiano Reggiano Grattuigato parmezán strouhaný,rohlik,1031.67,Sýry,1031.67
Zanetti Grana Padano PDO strouhaný,rohlik,778,Sýry,778.0
Miil Eidam 45% bloček,rohlik,215.6,Sýry,215.6
Madeta Blaťácké zlato 48%,rohlik,332.5,Sýry,332.5
Miil Emmental 45% bloček,rohlik,279.72,Sýry,279.72
Madeta Eidamský sýr 30% bloček,rohlik,299.5,Sýry,299.5
Rohlik.cz Eidam 30% strouhaný,rohlik,329.9,Sýry,329.9
Dublin Dairy Mix strouhaných sýrů cheddar white & red,rohlik,519.33,Sýry,519.33
Parmareggio BIO Parmigiano Reggiano DOP parmezán strouhaný,rohlik,1198,Sýry,1198.0
Leerdammer Original sýr bloček,rohlik,528.82,Sýry,528.82
Dublin Dairy Cheddar red strouhaný,rohlik,519.33,Sýry,519.33
Rohlik.cz Red Cheddar strouhaný,rohlik,599.9,Sýry,599.9
Gouda s lanýži,rohlik,905.9,Sýry,905.9
Dublin Dairy Irish cheddar red bloček,rohlik,524.5,Sýry,524.5
Mini Babybel Original,rohlik,679,Sýry,679.0
Mini Babybel Mini rolls,rohlik,1057.65,Sýry,1057.65
Eidam výkroj 30%,rohlik,339.9,Sýry,339.9
Jaroměřická mlékárna Eidam 30% bloček,rohlik,309.5,Sýry,309.5
Old Amsterdam kostky,rohlik,832.67,Sýry,832.67
Zanetti Grana Padano PDO hobliny,rohlik,749,Sýry,749.0
Van Breukelen Kaas Ovčí sýr mladý 8 týdnů výkroj,rohlik,564.7,Sýry,564.7
Madeta Blaťácké zlato s vlašskými ořechy,rohlik,332.5,Sýry,332.5
Rohlik.cz Gouda s chilli výkroj,rohlik,688.33,Sýry,688.33
Rohlik.cz Gouda uleželá 14 týdnů výkroj,rohlik,729.17,Sýry,729.17
Rohlik.cz Gouda s bylinkami výkroj,rohlik,688.33,Sýry,688.33
Président Salakis Feta sýr,rohlik,499.5,Sýry,499.5
Dublin Dairy Irish cheddar white bloček,rohlik,524.5,Sýry,524.5
Lakmilk Strouhaný eidam 30%,rohlik,349,Sýry,349.0
Frico Gouda Holland sýr 48% I.G.P. výkroj,rohlik,513.96,Sýry,513.96
Rohlik.cz Mozzarella 40+ strouhaná,rohlik,549.9,Sýry,549.9
Rohlik.cz Gorgonzola spoonable PDO,rohlik,699.9,Sýry,699.9
Président Emmental bloček,rohlik,544.8,Sýry,544.8
Mini Babybel Original 3×20 g,rohlik,748.33,Sýry,748.33
Kozí uzený sýr,rohlik,603.9,Sýry,603.9
Gran Moravia Sýr strouhaný 32%,rohlik,915,Sýry,915.0
Fourme d'Ambert PDO,rohlik,499.9,Sýry,499.9
Kozí sýr extra zralý výkroj,rohlik,856.9,Sýry,856.9
Mini Babybel Mix,rohlik,666.11,Sýry,666.11
Parmissimo Sýr parmazán Parmigiano Reggiano CHOP,rohlik,832.22,Sýry,832.22
Caseamo Farmářská Gouda s lanýži freshpack,rohlik,1022.5,Sýry,1022.5
Entremont Gruyere de France IGP,rohlik,779.5,Sýry,779.5
Cathedral City Cheddar Mature bloček,rohlik,598,Sýry,598.0
Rohlik.cz Le Gruyere AOP výkroj,rohlik,1299,Sýry,1299.0
Cathedral City Cheddar Extra Mature bloček,rohlik,654.5,Sýry,654.5
Rohlik.cz Maasdam výkroj,rohlik,449.89,Sýry,449.89
Lye Cross Farm BIO Mild cheddar,rohlik,595.51,Sýry,595.51
Rohlik.cz Red Cheddar výkroj,rohlik,519.9,Sýry,519.9
Entremont Comte AOP,rohlik,779.5,Sýry,779.5
Leerdammer Original srdce,rohlik,408.86,Sýry,408.86
Cantorel Selection AOC,rohlik,811,Sýry,811.0
Comte PDO,rohlik,815.9,Sýry,815.9
Old Amsterdam Mild sýr,rohlik,691.54,Sýry,691.54
Frico Gouda olivy rajče výkroj,rohlik,856.9,Sýry,856.9
Eidam výkroj 40%,rohlik,349.9,Sýry,349.9
Cathedral City Cheddar Mild bloček,rohlik,554.5,Sýry,554.5
Rohlik.cz Iberico curado výkroj,rohlik,832.5,Sýry,832.5
Rohlik.cz Tete de Moine AOP,rohlik,1649.9,Sýry,1649.9
Gran Moravia Julienne hrubě strouhaný sýr 32%,rohlik,749,Sýry,749.0
Parmareggio Parmigiano Reggiano Julienne strouhaný sýr,rohlik,881.18,Sýry,881.18
Dublin Dairy Irish Cheddar White Mature bloček,rohlik,574.5,Sýry,574.5
Rohlik.cz Appenzeller výkroj,rohlik,1165.83,Sýry,1165.83
Pinna Strouhaný sýr Pecorino Romano DOP,rohlik,1127.42,Sýry,1127.42
Kozí brie,rohlik,788.9,Sýry,788.9
Rohlik.cz Provolone výkroj,rohlik,599.9,Sýry,599.9
Heinrichsthaler Gouda 48% bloček,rohlik,486.4,Sýry,486.4
Gran Moravia Scaglie sýrové hobliny 32%,rohlik,749,Sýry,749.0
Alnatura BIO Gouda polotvrdý sýr 50%,rohlik,534.5,Sýry,534.5
Rohlik.cz Mild White Cheddar výkroj,rohlik,569.9,Sýry,569.9
Heinrichsthaler Gouda strouhaná v sáčku se zipem,rohlik,799.5,Sýry,799.5
Van Breukelen Kaas Farmářská Gouda Mature Sweet výkroj,rohlik,701.1,Sýry,701.1
Lustenberger 1862 Aromatic savoury výkroj,rohlik,759.97,Sýry,759.97
Old Amsterdam bloček,rohlik,791.6,Sýry,791.6
Parmareggio Reggiano sýrové vločky,rohlik,929,Sýry,929.0
Parmareggio Parmigiano Reggiano DOP strouhaný 30 měsíců,rohlik,1165,Sýry,1165.0
Comté extra vieux AOP,rohlik,1460.7,Sýry,1460.7
Caseamo Uzená Gouda freshpack,rohlik,574.5,Sýry,574.5
Džiugas Mild tvrdý sýr zrající 12 měsíců,rohlik,610.56,Sýry,610.56
Rohlik.cz Provolone uzené výkroj,rohlik,599.9,Sýry,599.9
Frico Old Dutch Master Gouda sýr 48% výkroj,rohlik,702.78,Sýry,702.78
L'Opera sýr,rohlik,744.3,Sýry,744.3
Old Amsterdam reserve,rohlik,1022.31,Sýry,1022.31
Rohlik.cz Oak-Smoked Cheddar výkroj,rohlik,759.9,Sýry,759.9
Statek Horní Dvorce Ovčí gouda,rohlik,849.9,Sýry,849.9
Van den Veer Gouda s červeným pestem výkroj,rohlik,730.3,Sýry,730.3
Deli Q Daily Plant Bloček s příchutí sýru řeckého typu,rohlik,299.33,Sýry,299.33
Statek Horní Dvorce Gouda ovčí strouhaný sýr,rohlik,1118.67,Sýry,1118.67
Singletons Vintage bílý čedar bloček,rohlik,649.5,Sýry,649.5
Gudbrandsdalen Norský sýr,rohlik,999.6,Sýry,999.6
Snowdonia Cheddar beechwood přirozeně uzený extra uleželý sýr,rohlik,1119.5,Sýry,1119.5
Snowdonia Cheddar red devil červený sýr s chilli,rohlik,1119.5,Sýry,1119.5
Laguiole de L'aubrac,rohlik,779,Sýry,779.0
